('M0P1', 'M0P2') [[43.092087]]
('N83', 'N194') [[18.331007]]
('N174', 'N227') [[18.330736]]
('N61', 'N210') [[18.330353]]
('N194', 'N242') [[18.33004]]
('N164', 'N250') [[18.329046]]
('N158', 'N242') [[18.328909]]
('N31', 'N237') [[18.328411]]
('N117', 'N232') [[18.325907]]
('N1', 'N8') [[18.325377]]
('N172', 'N242') [[18.324963]]
('N127', 'N144') [[18.323477]]
('N162', 'N177') [[18.32317]]
('N194', 'N226') [[18.32309]]
('N170', 'N177') [[18.321095]]
('N127', 'N205') [[18.320732]]
('N226', 'N246') [[18.32042]]
('N114', 'N229') [[18.320015]]
('N78', 'N207') [[18.318617]]
('N145', 'N249') [[18.318228]]
('N170', 'N201') [[18.317186]]
('N147', 'N226') [[18.317137]]
('N89', 'N190') [[18.317064]]
('N91', 'N110') [[18.316612]]
('N45', 'N232') [[18.31644]]
('N195', 'N226') [[18.316288]]
('N63', 'N120') [[18.315187]]
('N8', 'N237') [[18.315178]]
('N229', 'N242') [[18.31451]]
('N84', 'N227') [[18.313486]]
('N135', 'N170') [[18.312374]]
('N170', 'N178') [[18.310818]]
('N30', 'N242') [[18.3108]]
('N15', 'N242') [[18.308939]]
('N153', 'N242') [[18.30799]]
('N143', 'N170') [[18.307854]]
('N31', 'N161') [[18.307312]]
('N8', 'N205') [[18.30699]]
('N76', 'N173') [[18.306423]]
('N20', 'N60') [[18.305834]]
('N3', 'N151') [[18.305801]]
('N52', 'N128') [[18.303717]]
('N192', 'N242') [[18.302782]]
('N185', 'N227') [[18.302668]]
('N178', 'N205') [[18.302454]]
('N92', 'N112') [[18.302433]]
('N48', 'N249') [[18.302391]]
('N185', 'N232') [[18.30229]]
('N117', 'N170') [[18.301022]]
('N7', 'N31') [[18.300959]]
('N128', 'N205') [[18.299915]]
('N20', 'N109') [[18.299757]]
('N60', 'N68') [[18.299068]]
('N120', 'N222') [[18.298466]]
('N19', 'N242') [[18.29754]]
('N68', 'N194') [[18.297184]]
('N112', 'N226') [[18.296743]]
('N8', 'N239') [[18.296526]]
('N200', 'N249') [[18.296225]]
('N175', 'N249') [[18.295782]]
('N144', 'N249') [[18.295734]]
('N72', 'N242') [[18.2957]]
('N11', 'N26') [[18.29331]]
('N162', 'N226') [[18.293291]]
('N161', 'N242') [[18.29318]]
('N130', 'N190') [[18.292864]]
('N173', 'N246') [[18.292742]]
('N76', 'N130') [[18.292297]]
('N8', 'N200') [[18.29206]]
('N76', 'N203') [[18.29149]]
('N182', 'N242') [[18.291348]]
('N84', 'N130') [[18.290619]]
('N31', 'N227') [[18.29043]]
('N31', 'N89') [[18.289217]]
('N15', 'N114') [[18.288572]]
('N153', 'N170') [[18.286146]]
('N170', 'N204') [[18.285652]]
('N1', 'N228') [[18.285192]]
('N172', 'N232') [[18.285143]]
('N71', 'N232') [[18.282364]]
('N26', 'N170') [[18.282244]]
('N3', 'N237') [[18.28217]]
('N134', 'N228') [[18.2819]]
('N63', 'N76') [[18.281324]]
('N30', 'N68') [[18.28094]]
('N67', 'N249') [[18.280222]]
('N135', 'N226') [[18.279736]]
('N8', 'N128') [[18.279078]]
('N127', 'N237') [[18.278242]]
('N19', 'N216') [[18.278027]]
('N92', 'N205') [[18.27792]]
('N91', 'N177') [[18.277487]]
('N31', 'N133') [[18.27698]]
('N30', 'N179') [[18.276093]]
('N117', 'N222') [[18.275412]]
('N76', 'N219') [[18.274826]]
('N205', 'N242') [[18.274668]]
('N31', 'N83') [[18.27415]]
('N12', 'N200') [[18.273409]]
('N178', 'M0P2') [[18.272497]]
('N128', 'N229') [[18.272373]]
('N143', 'N242') [[18.272322]]
('N170', 'N189') [[18.27142]]
('N78', 'N228') [[18.271389]]
('N133', 'N226') [[18.271185]]
('N24', 'N62') [[18.269438]]
('N193', 'N227') [[18.268555]]
('N173', 'N200') [[18.268301]]
('N51', 'N210') [[18.26814]]
('N36', 'N226') [[18.266375]]
('N170', 'N250') [[18.2663]]
('N126', 'N226') [[18.265675]]
('N60', 'N226') [[18.265488]]
('N78', 'N153') [[18.264618]]
('N48', 'N242') [[18.263535]]
('N110', 'N203') [[18.263386]]
('N175', 'N217') [[18.262682]]
('N94', 'N128') [[18.262186]]
('N202', 'N242') [[18.262068]]
('N213', 'N250') [[18.26193]]
('N151', 'N177') [[18.261175]]
('N20', 'N178') [[18.260828]]
('N130', 'N177') [[18.259941]]
('N51', 'N76') [[18.258516]]
('N128', 'N177') [[18.256298]]
('N109', 'N170') [[18.256071]]
('N236', 'N249') [[18.256042]]
('N94', 'N170') [[18.25593]]
('N207', 'N226') [[18.254929]]
('N148', 'N170') [[18.2539]]
('N15', 'N94') [[18.252995]]
('N188', 'N249') [[18.25192]]
('N162', 'N249') [[18.251677]]
('N1', 'N237') [[18.251638]]
('N114', 'N227') [[18.251217]]
('N170', 'N234') [[18.250372]]
('N68', 'N76') [[18.250315]]
('N54', 'N170') [[18.249756]]
('N78', 'N205') [[18.249708]]
('N117', 'N226') [[18.24965]]
('N31', 'N84') [[18.249416]]
('N60', 'N78') [[18.247917]]
('N191', 'N205') [[18.247885]]
('N117', 'N227') [[18.247786]]
('N110', 'N201') [[18.246931]]
('N3', 'N114') [[18.246716]]
('N191', 'N210') [[18.246534]]
('N52', 'N228') [[18.246008]]
('N110', 'N246') [[18.2455]]
('N120', 'N159') [[18.245054]]
('N31', 'N190') [[18.244692]]
('N8', 'N109') [[18.24309]]
('N3', 'N181') [[18.242897]]
('N20', 'N68') [[18.242733]]
('N31', 'N226') [[18.242363]]
('N210', 'N213') [[18.242327]]
('N205', 'N226') [[18.242199]]
('N35', 'N216') [[18.239622]]
('N128', 'N249') [[18.239552]]
('N30', 'N66') [[18.237011]]
('N226', 'N232') [[18.236769]]
('N177', 'N249') [[18.235977]]
('N97', 'N170') [[18.234995]]
('N151', 'N170') [[18.234282]]
('N7', 'N228') [[18.233982]]
('N78', 'N127') [[18.23276]]
('N58', 'N76') [[18.232567]]
('N34', 'N170') [[18.232397]]
('N207', 'N250') [[18.232086]]
('N0', 'N249') [[18.231567]]
('N20', 'N229') [[18.230259]]
('N49', 'N226') [[18.229666]]
('N35', 'N51') [[18.229662]]
('N161', 'N232') [[18.229465]]
('N61', 'N229') [[18.228876]]
('N11', 'N185') [[18.228493]]
('N60', 'N175') [[18.227898]]
('N110', 'N237') [[18.227583]]
('N120', 'N177') [[18.227148]]
('N11', 'N190') [[18.226131]]
('N101', 'N230') [[18.226067]]
('N84', 'N249') [[18.225815]]
('N128', 'N232') [[18.225098]]
('N130', 'N227') [[18.224945]]
('N49', 'N201') [[18.22456]]
('N114', 'N242') [[18.22434]]
('N172', 'N177') [[18.22396]]
('N35', 'N106') [[18.223736]]
('N31', 'N43') [[18.22258]]
('N177', 'N230') [[18.222088]]
('N58', 'N228') [[18.22046]]
('N51', 'N117') [[18.220213]]
('N53', 'N195') [[18.21788]]
('N196', 'N227') [[18.217638]]
('N216', 'N237') [[18.217552]]
('N51', 'N249') [[18.215776]]
('N207', 'N222') [[18.215199]]
('N190', 'N191') [[18.213491]]
('N15', 'N213') [[18.21257]]
('N76', 'N112') [[18.21207]]
('N3', 'N246') [[18.211765]]
('N177', 'N205') [[18.210981]]
('N91', 'N232') [[18.210142]]
('N24', 'N232') [[18.209364]]
('N179', 'N226') [[18.209158]]
('N222', 'N228') [[18.208899]]
('N204', 'N226') [[18.208672]]
('N31', 'N35') [[18.207273]]
('N36', 'N242') [[18.207146]]
('N194', 'N204') [[18.206604]]
('N191', 'N230') [[18.206448]]
('N116', 'N170') [[18.20631]]
('N160', 'N198') [[18.205988]]
('N123', 'N228') [[18.205502]]
('N121', 'N185') [[18.205103]]
('N205', 'N227') [[18.20484]]
('N76', 'N246') [[18.204773]]
('N78', 'N114') [[18.20449]]
('N20', 'N205') [[18.20377]]
('N8', 'N11') [[18.203672]]
('N230', 'N249') [[18.203533]]
('N152', 'N188') [[18.203463]]
('N114', 'N127') [[18.20329]]
('N197', 'N207') [[18.203001]]
('N152', 'N226') [[18.20179]]
('N91', 'N120') [[18.201271]]
('N101', 'N200') [[18.201044]]
('N164', 'N210') [[18.200613]]
('N166', 'N242') [[18.19973]]
('N31', 'N200') [[18.198051]]
('N3', 'N200') [[18.198046]]
('N3', 'N230') [[18.197191]]
('N120', 'N232') [[18.193563]]
('N106', 'N232') [[18.192228]]
('N26', 'N228') [[18.19191]]
('N127', 'N194') [[18.19162]]
('N89', 'N246') [[18.1907]]
('N3', 'N128') [[18.190561]]
('N89', 'N227') [[18.190462]]
('N62', 'N143') [[18.190197]]
('N42', 'N242') [[18.189741]]
('N31', 'N68') [[18.188374]]
('N173', 'N210') [[18.188042]]
('N11', 'N207') [[18.18797]]
('N76', 'N232') [[18.187654]]
('N31', 'N62') [[18.187513]]
('N175', 'N242') [[18.186935]]
('N78', 'N144') [[18.186565]]
('N83', 'N112') [[18.186523]]
('N76', 'N89') [[18.186314]]
('N187', 'N205') [[18.182901]]
('N105', 'N210') [[18.182192]]
('N11', 'N193') [[18.181934]]
('N68', 'N249') [[18.181774]]
('N120', 'N185') [[18.181696]]
('N117', 'N205') [[18.18166]]
('N30', 'N249') [[18.180407]]
('N31', 'N188') [[18.17986]]
('N101', 'N128') [[18.179754]]
('N58', 'N177') [[18.179468]]
('N133', 'N178') [[18.17899]]
('N176', 'N229') [[18.178741]]
('N43', 'N52') [[18.177769]]
('N19', 'N76') [[18.17637]]
('N176', 'N242') [[18.175705]]
('N144', 'N222') [[18.175478]]
('N54', 'N229') [[18.174818]]
('N16', 'N249') [[18.174273]]
('N30', 'N229') [[18.174139]]
('N78', 'N177') [[18.174007]]
('N227', 'M0P2') [[18.172874]]
('N143', 'N226') [[18.172657]]
('N178', 'N227') [[18.172653]]
('N8', 'N249') [[18.171972]]
('N76', 'N194') [[18.171741]]
('N51', 'N54') [[18.170069]]
('N133', 'N249') [[18.16991]]
('N196', 'N249') [[18.16969]]
('N112', 'N249') [[18.16932]]
('N170', 'N193') [[18.16907]]
('N207', 'N242') [[18.169014]]
('N30', 'N226') [[18.16819]]
('N41', 'N76') [[18.167822]]
('N51', 'N151') [[18.16773]]
('N160', 'N240') [[18.167656]]
('N19', 'N210') [[18.16693]]
('N31', 'N204') [[18.166845]]
('N49', 'N205') [[18.166735]]
('N117', 'N185') [[18.166079]]
('N8', 'N242') [[18.164608]]
('N31', 'N76') [[18.164602]]
('N78', 'N236') [[18.16421]]
('N31', 'N114') [[18.163986]]
('N227', 'N240') [[18.163433]]
('N164', 'N240') [[18.163267]]
('N174', 'N232') [[18.16257]]
('N206', 'N236') [[18.162537]]
('N118', 'N185') [[18.16216]]
('N127', 'N168') [[18.160675]]
('N1', 'N200') [[18.160269]]
('N31', 'N246') [[18.159498]]
('N52', 'N135') [[18.159372]]
('N3', 'N206') [[18.158436]]
('N242', 'N245') [[18.15781]]
('N94', 'N228') [[18.157675]]
('N200', 'N207') [[18.157597]]
('N164', 'N170') [[18.156507]]
('N133', 'N242') [[18.1562]]
('N45', 'N84') [[18.155046]]
('N173', 'N194') [[18.154062]]
('N72', 'N160') [[18.153164]]
('N31', 'N205') [[18.153093]]
('N216', 'N242') [[18.151743]]
('N78', 'N249') [[18.151468]]
('N178', 'N250') [[18.15144]]
('N105', 'N227') [[18.150166]]
('N52', 'N174') [[18.15016]]
('N170', 'N213') [[18.148384]]
('N53', 'N143') [[18.147173]]
('N195', 'N249') [[18.146729]]
('N3', 'N242') [[18.146631]]
('N114', 'N249') [[18.146624]]
('N49', 'N185') [[18.146624]]
('N78', 'N200') [[18.146212]]
('N9', 'N164') [[18.145823]]
('N68', 'N178') [[18.14467]]
('N1', 'N31') [[18.144306]]
('N31', 'N172') [[18.14422]]
('N83', 'N249') [[18.143997]]
('N8', 'N78') [[18.143557]]
('N51', 'N177') [[18.143066]]
('N124', 'N227') [[18.142231]]
('N130', 'N249') [[18.141626]]
('N45', 'N227') [[18.140802]]
('N62', 'N228') [[18.14058]]
('N151', 'N167') [[18.140175]]
('N31', 'N49') [[18.139761]]
('N109', 'N114') [[18.139563]]
('N61', 'N249') [[18.139145]]
('N15', 'N80') [[18.138311]]
('N191', 'N216') [[18.138153]]
('N28', 'N216') [[18.137728]]
('N43', 'N174') [[18.137177]]
('N68', 'N229') [[18.136658]]
('N30', 'N120') [[18.136152]]
('N150', 'N170') [[18.13557]]
('N152', 'N194') [[18.134804]]
('N206', 'N232') [[18.134695]]
('N62', 'N110') [[18.133894]]
('N68', 'N153') [[18.133799]]
('N77', 'N242') [[18.133703]]
('N31', 'N153') [[18.13361]]
('N76', 'N188') [[18.133247]]
('N15', 'N246') [[18.133211]]
('N54', 'N161') [[18.133204]]
('N173', 'N216') [[18.133123]]
('N58', 'N143') [[18.131638]]
('N7', 'N205') [[18.130733]]
('N175', 'N205') [[18.130457]]
('N193', 'N232') [[18.12895]]
('N195', 'N207') [[18.12877]]
('N162', 'N170') [[18.12852]]
('N149', 'N177') [[18.12764]]
('N84', 'N178') [[18.127556]]
('N68', 'M0P2') [[18.127419]]
('N200', 'N232') [[18.127235]]
('N152', 'N249') [[18.126595]]
('N15', 'N172') [[18.126465]]
('N151', 'N242') [[18.126226]]
('N176', 'N201') [[18.124655]]
('N92', 'N226') [[18.124489]]
('N186', 'N249') [[18.124487]]
('N12', 'N216') [[18.124487]]
('N153', 'N178') [[18.12414]]
('N195', 'N222') [[18.123417]]
('N15', 'N19') [[18.1226]]
('N11', 'N177') [[18.122204]]
('N31', 'N216') [[18.122189]]
('N34', 'N76') [[18.121477]]
('N171', 'N242') [[18.120905]]
('N127', 'N148') [[18.120657]]
('N62', 'N76') [[18.120405]]
('N31', 'N178') [[18.120155]]
('N58', 'N120') [[18.119976]]
('N196', 'N228') [[18.119865]]
('N94', 'N137') [[18.118824]]
('N78', 'N152') [[18.117983]]
('N124', 'N230') [[18.116764]]
('N44', 'N52') [[18.11666]]
('N177', 'N228') [[18.116604]]
('N51', 'N112') [[18.115557]]
('N31', 'N210') [[18.11486]]
('N36', 'N232') [[18.114674]]
('N230', 'N242') [[18.114449]]
('N24', 'N249') [[18.113707]]
('N105', 'N249') [[18.1136]]
('N101', 'N177') [[18.113567]]
('N30', 'N162') [[18.112885]]
('N36', 'N62') [[18.11275]]
('N188', 'N216') [[18.112381]]
('N52', 'N177') [[18.11222]]
('N11', 'N121') [[18.111977]]
('N213', 'N222') [[18.111504]]
('N52', 'N68') [[18.111256]]
('N49', 'N170') [[18.110441]]
('N58', 'N92') [[18.11019]]
('N242', 'N246') [[18.109745]]
('N210', 'N242') [[18.109425]]
('N192', 'N226') [[18.108456]]
('N30', 'N167') [[18.108263]]
('N114', 'N210') [[18.107962]]
('N242', 'N249') [[18.10693]]
('N170', 'N195') [[18.106403]]
('N226', 'N233') [[18.106115]]
('N153', 'N227') [[18.106071]]
('N167', 'N249') [[18.105274]]
('N31', 'N46') [[18.104939]]
('N207', 'N228') [[18.104742]]
('N20', 'N242') [[18.10433]]
('N120', 'N240') [[18.103336]]
('N45', 'N178') [[18.103067]]
('N71', 'N127') [[18.103]]
('N78', 'N237') [[18.102932]]
('N20', 'N203') [[18.10289]]
('N206', 'N228') [[18.102856]]
('N249', 'N250') [[18.102592]]
('N136', 'N204') [[18.102571]]
('N172', 'N226') [[18.102549]]
('N98', 'N246') [[18.10189]]
('N31', 'N217') [[18.101885]]
('N30', 'N124') [[18.100925]]
('N52', 'N117') [[18.100899]]
('N114', 'N216') [[18.100414]]
('N161', 'N229') [[18.100277]]
('N45', 'N179') [[18.09992]]
('N168', 'N205') [[18.09963]]
('N20', 'N76') [[18.099398]]
('N78', 'N112') [[18.099396]]
('N15', 'N52') [[18.09935]]
('N114', 'N128') [[18.099276]]
('N15', 'N116') [[18.099121]]
('N92', 'N210') [[18.09898]]
('N10', 'N170') [[18.097773]]
('N52', 'N130') [[18.097736]]
('N68', 'N137') [[18.09716]]
('N159', 'N228') [[18.097042]]
('N12', 'N249') [[18.097015]]
('N49', 'N232') [[18.09696]]
('N11', 'N217') [[18.096497]]
('N120', 'N205') [[18.096464]]
('N11', 'N150') [[18.096004]]
('N105', 'N177') [[18.095547]]
('N176', 'N188') [[18.095148]]
('N76', 'N134') [[18.095]]
('N91', 'N193') [[18.094963]]
('N35', 'N249') [[18.094685]]
('N200', 'N241') [[18.093946]]
('N84', 'N216') [[18.093897]]
('N68', 'N133') [[18.093616]]
('N31', 'N98') [[18.093016]]
('N185', 'N194') [[18.092924]]
('N112', 'N228') [[18.092892]]
('N162', 'N206') [[18.092442]]
('N52', 'N58') [[18.092323]]
('N191', 'N237') [[18.092228]]
('N194', 'N228') [[18.091774]]
('N60', 'N109') [[18.091259]]
('N76', 'N227') [[18.091146]]
('N227', 'N238') [[18.090876]]
('N36', 'N249') [[18.090477]]
('N188', 'N232') [[18.090368]]
('N177', 'N193') [[18.090075]]
('N156', 'N226') [[18.090054]]
('N78', 'N106') [[18.088835]]
('N164', 'N193') [[18.088531]]
('N3', 'N226') [[18.087347]]
('N143', 'N237') [[18.086224]]
('N68', 'N107') [[18.085232]]
('N76', 'N199') [[18.085152]]
('N45', 'N205') [[18.08485]]
('N31', 'N213') [[18.084402]]
('N76', 'N237') [[18.08394]]
('N181', 'N232') [[18.083527]]
('N143', 'N191') [[18.083406]]
('N76', 'N129') [[18.0828]]
('N141', 'N249') [[18.082556]]
('N15', 'N216') [[18.082546]]
('N15', 'N203') [[18.082298]]
('N202', 'N232') [[18.082184]]
('N71', 'N205') [[18.081995]]
('N175', 'N193') [[18.081661]]
('N71', 'N204') [[18.081263]]
('N240', 'N242') [[18.081089]]
('N62', 'N234') [[18.080463]]
('N178', 'N226') [[18.080444]]
('N117', 'N210') [[18.080036]]
('N31', 'N80') [[18.080019]]
('N76', 'N210') [[18.079838]]
('N19', 'N20') [[18.079823]]
('N161', 'N222') [[18.079695]]
('N202', 'N250') [[18.079657]]
('N210', 'N250') [[18.07959]]
('N60', 'N229') [[18.079315]]
('N8', 'N210') [[18.07917]]
('N34', 'N209') [[18.079153]]
('N120', 'N144') [[18.078817]]
('N237', 'N245') [[18.078644]]
('N62', 'N72') [[18.078276]]
('N43', 'N177') [[18.077896]]
('N135', 'N232') [[18.07724]]
('N84', 'N185') [[18.076918]]
('N222', 'N227') [[18.076904]]
('N193', 'N233') [[18.07678]]
('N31', 'N202') [[18.076132]]
('N19', 'N51') [[18.07573]]
('N62', 'N78') [[18.075636]]
('N128', 'N194') [[18.075516]]
('N94', 'N226') [[18.074778]]
('N110', 'N170') [[18.074276]]
('N167', 'N242') [[18.074165]]
('N153', 'N216') [[18.07412]]
('N137', 'N228') [[18.073587]]
('N11', 'N91') [[18.073528]]
('N196', 'N242') [[18.073353]]
('N94', 'N227') [[18.07316]]
('N19', 'N190') [[18.072895]]
('N206', 'N237') [[18.072823]]
('N84', 'N210') [[18.072573]]
('N11', 'N48') [[18.072487]]
('N114', 'N246') [[18.07244]]
('N177', 'N245') [[18.072285]]
('N56', 'N143') [[18.071842]]
