('M0P1', 'M0P2') [[65.269966]]
('N182', 'N202') [[18.646105]]
('N146', 'N175') [[18.644676]]
('N47', 'N228') [[18.640715]]
('N19', 'N63') [[18.636425]]
('N132', 'N249') [[18.63416]]
('N116', 'N146') [[18.63386]]
('N202', 'N239') [[18.633324]]
('N127', 'N146') [[18.628834]]
('N19', 'N214') [[18.62693]]
('N124', 'N202') [[18.625175]]
('N104', 'N124') [[18.620512]]
('N165', 'N175') [[18.62047]]
('N155', 'N156') [[18.616001]]
('N101', 'N228') [[18.615543]]
('N60', 'N135') [[18.610682]]
('N105', 'N253') [[18.610332]]
('N182', 'N236') [[18.610075]]
('N127', 'N200') [[18.605757]]
('N10', 'N16') [[18.60495]]
('N45', 'N146') [[18.602438]]
('N10', 'N19') [[18.59653]]
('N19', 'N112') [[18.59356]]
('N65', 'N202') [[18.591822]]
('N95', 'N135') [[18.59072]]
('N27', 'N76') [[18.590582]]
('N36', 'N140') [[18.587545]]
('N10', 'N156') [[18.581938]]
('N173', 'N252') [[18.580738]]
('N36', 'N53') [[18.577875]]
('N185', 'N239') [[18.574306]]
('N214', 'N252') [[18.573942]]
('N20', 'N148') [[18.5736]]
('N20', 'N101') [[18.572803]]
('N25', 'N101') [[18.572577]]
('N26', 'N202') [[18.571491]]
('N76', 'N232') [[18.56865]]
('N36', 'N152') [[18.56775]]
('N127', 'N175') [[18.56326]]
('N27', 'N123') [[18.560398]]
('N36', 'N64') [[18.55697]]
('N152', 'N228') [[18.555452]]
('N36', 'N132') [[18.55056]]
('N42', 'N165') [[18.547798]]
('N98', 'N114') [[18.547495]]
('N39', 'N253') [[18.546566]]
('N114', 'N146') [[18.541777]]
('N16', 'N156') [[18.541464]]
('N8', 'N202') [[18.540926]]
('N123', 'N202') [[18.540876]]
('N145', 'N156') [[18.539646]]
('N27', 'N148') [[18.532827]]
('N60', 'N148') [[18.532358]]
('N156', 'N188') [[18.525738]]
('N95', 'N104') [[18.525093]]
('N20', 'N36') [[18.524462]]
('N209', 'N214') [[18.522186]]
('N114', 'N162') [[18.521635]]
('N175', 'N200') [[18.519238]]
('N87', 'N156') [[18.518826]]
('N230', 'N253') [[18.517687]]
('N148', 'N156') [[18.51699]]
('N202', 'N221') [[18.51689]]
('N95', 'N101') [[18.511597]]
('N202', 'N223') [[18.511383]]
('N39', 'N173') [[18.509563]]
('N104', 'N114') [[18.508184]]
('N36', 'N205') [[18.506197]]
('N65', 'N175') [[18.505346]]
('N170', 'N228') [[18.504696]]
('N44', 'N175') [[18.503073]]
('N19', 'N101') [[18.501451]]
('N61', 'N87') [[18.499804]]
('N132', 'N214') [[18.499128]]
('N46', 'N156') [[18.496885]]
('N101', 'N209') [[18.49653]]
('N114', 'N202') [[18.495768]]
('N76', 'N230') [[18.494848]]
('N95', 'N124') [[18.493145]]
('N27', 'N146') [[18.487755]]
('N214', 'N245') [[18.487137]]
('N19', 'N53') [[18.486141]]
('N63', 'N146') [[18.48597]]
('N19', 'N82') [[18.48175]]
('N148', 'N234') [[18.481638]]
('N182', 'N252') [[18.480902]]
('N33', 'N175') [[18.48064]]
('N126', 'N182') [[18.479683]]
('N101', 'N146') [[18.47779]]
('N76', 'N253') [[18.477468]]
('N175', 'N239') [[18.477036]]
('N20', 'N61') [[18.476748]]
('N36', 'N214') [[18.474392]]
('N121', 'N146') [[18.473822]]
('N228', 'N238') [[18.472834]]
('N175', 'N214') [[18.471169]]
('N105', 'N228') [[18.467594]]
('N148', 'N172') [[18.46671]]
('N5', 'N202') [[18.466429]]
('N148', 'N165') [[18.464947]]
('N36', 'N135') [[18.464527]]
('N76', 'N214') [[18.46202]]
('N19', 'N26') [[18.460707]]
('N203', 'N214') [[18.460175]]
('N19', 'N132') [[18.459652]]
('N10', 'N116') [[18.457106]]
('N116', 'N182') [[18.454676]]
('N46', 'N148') [[18.454412]]
('N8', 'N114') [[18.454224]]
('N156', 'N226') [[18.45339]]
('N214', 'N221') [[18.451103]]
('N105', 'N156') [[18.451063]]
('N95', 'N202') [[18.450882]]
('N60', 'N202') [[18.45024]]
('N101', 'N152') [[18.450037]]
('N135', 'N239') [[18.448622]]
('N29', 'N95') [[18.44829]]
('N209', 'N222') [[18.443441]]
('N32', 'N114') [[18.439814]]
('N146', 'N228') [[18.4356]]
('N30', 'N44') [[18.434574]]
('N159', 'N173') [[18.431456]]
('N45', 'N186') [[18.431017]]
('N19', 'N95') [[18.43084]]
('N171', 'N252') [[18.43058]]
('N3', 'N19') [[18.427738]]
('N27', 'N156') [[18.426558]]
('N10', 'N175') [[18.425854]]
('N43', 'N202') [[18.425735]]
('N96', 'N252') [[18.425327]]
('N156', 'N236') [[18.423756]]
('N156', 'N194') [[18.4237]]
('N87', 'N232') [[18.42344]]
('N19', 'N104') [[18.419952]]
('N26', 'N36') [[18.417957]]
('N156', 'N239') [[18.416441]]
('N200', 'N252') [[18.407568]]
('N132', 'N165') [[18.407555]]
('N156', 'N203') [[18.405285]]
('N104', 'N253') [[18.404346]]
('N90', 'N114') [[18.40397]]
('N65', 'N95') [[18.403204]]
('N86', 'N182') [[18.40317]]
('N203', 'N220') [[18.4027]]
('N44', 'N53') [[18.402376]]
('N49', 'N232') [[18.401766]]
('N32', 'N253') [[18.40097]]
('N63', 'N210') [[18.400778]]
('N182', 'N232') [[18.400745]]
('N53', 'N65') [[18.400736]]
('N19', 'N253') [[18.39912]]
('N114', 'N124') [[18.398422]]
('N27', 'N101') [[18.398245]]
('N156', 'N214') [[18.397936]]
('N202', 'N205') [[18.397766]]
('N42', 'N175') [[18.395428]]
('N45', 'N228') [[18.393099]]
('N25', 'N105') [[18.39273]]
('N86', 'N148') [[18.392696]]
('N127', 'N252') [[18.392315]]
('N19', 'N223') [[18.391798]]
('N26', 'N224') [[18.391693]]
('N202', 'N249') [[18.391376]]
('N156', 'N209') [[18.390825]]
('N148', 'N214') [[18.390564]]
('N182', 'N222') [[18.39035]]
('N121', 'N252') [[18.389868]]
('N19', 'N150') [[18.38919]]
('N114', 'N152') [[18.38894]]
('N45', 'N63') [[18.387602]]
('N76', 'N249') [[18.387358]]
('N76', 'N228') [[18.386614]]
('N156', 'N165') [[18.386286]]
('N230', 'N252') [[18.38522]]
('N87', 'N236') [[18.381104]]
('N182', 'N229') [[18.380484]]
('N132', 'N239') [[18.37986]]
('N30', 'N252') [[18.37902]]
('N229', 'N239') [[18.378883]]
('N25', 'N26') [[18.378658]]
('N163', 'N170') [[18.37844]]
('N20', 'N245') [[18.377945]]
('N151', 'N175') [[18.377295]]
('N114', 'N132') [[18.376307]]
('N10', 'N30') [[18.375969]]
('N182', 'N209') [[18.37571]]
('N80', 'N252') [[18.3741]]
('N114', 'N165') [[18.371805]]
('N99', 'N101') [[18.37086]]
('N182', 'N192') [[18.370125]]
('N26', 'N148') [[18.369537]]
('N64', 'N146') [[18.36822]]
('N109', 'N182') [[18.367865]]
('N173', 'N212') [[18.367733]]
('N162', 'N175') [[18.366909]]
('N20', 'N230') [[18.366907]]
('N152', 'N200') [[18.365578]]
('N165', 'N209') [[18.365408]]
('N162', 'N174') [[18.364382]]
('N123', 'N252') [[18.364153]]
('N223', 'N232') [[18.363977]]
('N56', 'N232') [[18.363142]]
('N166', 'N182') [[18.360802]]
('N214', 'N239') [[18.360014]]
('N63', 'N239') [[18.359991]]
('N162', 'N165') [[18.35869]]
('N36', 'N171') [[18.3564]]
('N27', 'N44') [[18.355406]]
('N135', 'N148') [[18.352886]]
('N108', 'N209') [[18.35231]]
('N27', 'N109') [[18.352217]]
('N76', 'N133') [[18.350008]]
('N146', 'N190') [[18.346632]]
('N104', 'N132') [[18.345896]]
('N146', 'N165') [[18.34476]]
('N44', 'N173') [[18.343227]]
('N87', 'N148') [[18.342436]]
('N19', 'N30') [[18.341906]]
('N19', 'N162') [[18.341518]]
('N63', 'N76') [[18.340408]]
('N16', 'N202') [[18.33944]]
('N156', 'N229') [[18.339285]]
('N214', 'N226') [[18.337938]]
('N156', 'N202') [[18.337801]]
('N16', 'N146') [[18.337366]]
('N148', 'N200') [[18.33599]]
('N105', 'N175') [[18.334663]]
('N37', 'N182') [[18.332556]]
('N200', 'N228') [[18.33216]]
('N19', 'N76') [[18.33198]]
('N5', 'N127') [[18.329037]]
('N182', 'N214') [[18.32796]]
('N19', 'N107') [[18.32639]]
('N49', 'N223') [[18.325514]]
('N10', 'N132') [[18.3235]]
('N36', 'N156') [[18.322412]]
('N19', 'N27') [[18.322115]]
('N20', 'N162') [[18.321524]]
('N19', 'N29') [[18.321007]]
('N205', 'N222') [[18.319925]]
('N182', 'N191') [[18.319664]]
('N124', 'N230') [[18.319155]]
('N52', 'N182') [[18.318779]]
('N49', 'N185') [[18.318205]]
('N19', 'N171') [[18.317533]]
('N200', 'N214') [[18.317429]]
('N53', 'N152') [[18.316793]]
('N36', 'N228') [[18.316149]]
('N232', 'N252') [[18.315836]]
('N3', 'N170') [[18.31382]]
('N95', 'N105') [[18.313396]]
('N105', 'N124') [[18.313038]]
('N98', 'N253') [[18.311846]]
('N98', 'N218') [[18.310726]]
('N19', 'N126') [[18.310602]]
('N25', 'N155') [[18.309591]]
('N170', 'N202') [[18.309494]]
('N163', 'N226') [[18.309195]]
('N19', 'N108') [[18.309042]]
('N175', 'N186') [[18.307741]]
('N60', 'N253') [[18.30758]]
('N175', 'N210') [[18.307453]]
('N223', 'N252') [[18.307299]]
('N36', 'N133') [[18.306564]]
('N100', 'N101') [[18.304691]]
('N20', 'N202') [[18.304054]]
('N56', 'N200') [[18.303473]]
('N87', 'N202') [[18.303375]]
('N153', 'N202') [[18.302734]]
('N182', 'N220') [[18.302504]]
('N44', 'N226') [[18.300447]]
('N25', 'N65') [[18.30016]]
('N19', 'N44') [[18.299644]]
('N117', 'N140') [[18.299511]]
('N16', 'N19') [[18.299164]]
('N95', 'N173') [[18.298971]]
('N5', 'N20') [[18.297804]]
('N19', 'N169') [[18.296701]]
('N39', 'N156') [[18.295238]]
('N146', 'N225') [[18.29496]]
('N182', 'N247') [[18.294622]]
('N36', 'N137') [[18.293734]]
('N162', 'N252') [[18.293293]]
('N119', 'N202') [[18.292957]]
('N175', 'N247') [[18.292372]]
('N10', 'N22') [[18.290937]]
('N114', 'N156') [[18.289865]]
('N19', 'N136') [[18.28898]]
('N114', 'N120') [[18.286724]]
('N20', 'N165') [[18.285965]]
('N32', 'N49') [[18.2852]]
('N45', 'N124') [[18.28515]]
('N132', 'N156') [[18.284353]]
('N105', 'N114') [[18.28419]]
('N44', 'N209') [[18.28379]]
('N104', 'N205') [[18.283785]]
('N5', 'N182') [[18.283663]]
('N101', 'N202') [[18.283266]]
('N20', 'N175') [[18.283226]]
('N13', 'N232') [[18.28253]]
('N65', 'N137') [[18.281565]]
('N27', 'N155') [[18.281328]]
('N36', 'N76') [[18.28102]]
('N126', 'N156') [[18.280586]]
('N25', 'N182') [[18.280579]]
('N114', 'N127') [[18.280128]]
('N20', 'N186') [[18.278864]]
('N19', 'N192') [[18.277891]]
('N98', 'N146') [[18.277548]]
('N44', 'N181') [[18.276396]]
('N53', 'N221') [[18.276066]]
('N20', 'N76') [[18.27506]]
('N30', 'N214') [[18.274233]]
('N74', 'N171') [[18.273922]]
('N1', 'N19') [[18.272873]]
('N202', 'N210') [[18.271317]]
('N44', 'N240') [[18.270285]]
('N65', 'N104') [[18.269823]]
('N95', 'N162') [[18.268368]]
('N56', 'N252') [[18.268036]]
('N148', 'N175') [[18.266903]]
('N132', 'N175') [[18.26674]]
('N20', 'N156') [[18.266603]]
('N165', 'N182') [[18.265951]]
('N132', 'N209') [[18.264954]]
('N19', 'N229') [[18.262232]]
('N153', 'N175') [[18.26149]]
('N105', 'N214') [[18.2614]]
('N26', 'N140') [[18.25941]]
('N19', 'N133') [[18.259201]]
('N148', 'N182') [[18.25457]]
('N12', 'N175') [[18.253716]]
('N41', 'N104') [[18.253548]]
('N10', 'N95') [[18.253536]]
('N105', 'N127') [[18.253527]]
('N3', 'N171') [[18.25335]]
('N32', 'N165') [[18.253223]]
('N212', 'N214') [[18.252148]]
('N22', 'N252') [[18.249414]]
('N61', 'N78') [[18.24921]]
('N185', 'N223') [[18.249182]]
('N182', 'N253') [[18.248173]]
('N210', 'N252') [[18.247623]]
('N25', 'N156') [[18.247086]]
('N10', 'N104') [[18.246227]]
('N156', 'N159') [[18.246145]]
('N127', 'N202') [[18.245905]]
('N12', 'N182') [[18.24548]]
('N10', 'N173') [[18.245409]]
('N42', 'N202') [[18.245226]]
('N25', 'N175') [[18.244936]]
('N156', 'M0P1') [[18.242958]]
('N140', 'N164') [[18.2429]]
('N14', 'N156') [[18.241474]]
('N26', 'N252') [[18.2408]]
('N20', 'N87') [[18.240688]]
('N30', 'N209') [[18.240503]]
('N19', 'N170') [[18.239265]]
('N101', 'N249') [[18.238705]]
('N39', 'N101') [[18.236897]]
('N95', 'N185') [[18.236498]]
('N182', 'N226') [[18.234842]]
('N65', 'N205') [[18.2345]]
('N44', 'N126') [[18.234497]]
('N101', 'N103') [[18.234121]]
('N98', 'N105') [[18.234074]]
('N173', 'N182') [[18.233513]]
('N165', 'N214') [[18.232609]]
('N98', 'N132') [[18.232016]]
('N209', 'N228') [[18.231901]]
('N82', 'N95') [[18.231543]]
('N30', 'N119') [[18.231367]]
('N39', 'N162') [[18.230347]]
('N132', 'N203') [[18.229847]]
('N65', 'N99') [[18.228569]]
('N192', 'N224') [[18.228405]]
('N36', 'N239') [[18.228022]]
('N12', 'N19') [[18.227081]]
('N20', 'N253') [[18.226326]]
('N5', 'N56') [[18.225187]]
('N239', 'N253') [[18.224947]]
('N65', 'N128') [[18.223267]]
('N131', 'N202') [[18.223139]]
('N124', 'N253') [[18.222992]]
('N148', 'N209') [[18.221687]]
('N123', 'N156') [[18.219753]]
('N116', 'N232') [[18.21933]]
('N182', 'N194') [[18.219193]]
('N132', 'N140') [[18.218834]]
('N19', 'N232') [[18.218805]]
('N95', 'N214') [[18.218647]]
('N25', 'N252') [[18.218445]]
('N39', 'N182') [[18.218018]]
('N65', 'N221') [[18.21788]]
('N29', 'N173') [[18.217093]]
('N61', 'N182') [[18.216993]]
('N3', 'N205') [[18.216993]]
('N76', 'N245') [[18.216654]]
('N5', 'N76') [[18.215765]]
('N27', 'N252') [[18.215324]]
('N175', 'N223') [[18.214624]]
('N165', 'N246') [[18.214603]]
('N61', 'N156') [[18.214575]]
('N36', 'N127') [[18.213715]]
('N98', 'N246') [[18.213568]]
('N175', 'N230') [[18.21257]]
('N27', 'N36') [[18.211712]]
('N26', 'N135') [[18.211325]]
('N105', 'N182') [[18.211315]]
('N36', 'N200') [[18.210863]]
('N39', 'N175') [[18.210436]]
('N22', 'N232') [[18.20934]]
('N146', 'N232') [[18.209333]]
('N148', 'N161') [[18.20901]]
('N156', 'N205') [[18.207607]]
('N5', 'N44') [[18.207169]]
('N19', 'N131') [[18.206823]]
('N86', 'N253') [[18.205742]]
('N51', 'N202') [[18.205135]]
('N29', 'N162') [[18.20495]]
('N95', 'N128') [[18.204905]]
('N10', 'N45') [[18.204657]]
('N95', 'N183') [[18.20432]]
('N76', 'N132') [[18.204082]]
('N98', 'N202') [[18.203974]]
('N114', 'N252') [[18.20393]]
('N119', 'N209') [[18.203728]]
('N36', 'N182') [[18.20281]]
('N25', 'N228') [[18.202158]]
('N127', 'N165') [[18.201868]]
('N163', 'N252') [[18.201607]]
('N44', 'N221') [[18.200914]]
('N26', 'N32') [[18.20054]]
('N98', 'N152') [[18.20021]]
('N132', 'N146') [[18.199255]]
('N36', 'N151') [[18.19888]]
('N13', 'N156') [[18.198545]]
('N161', 'N182') [[18.198479]]
('N64', 'N232') [[18.198185]]
('N104', 'N162') [[18.198025]]
('N123', 'N127') [[18.197348]]
('N132', 'N135') [[18.197187]]
('N61', 'N140') [[18.197136]]
('N49', 'N105') [[18.1968]]
('N37', 'N214') [[18.19621]]
('N156', 'N174') [[18.195917]]
('N1', 'N232') [[18.195656]]
('N98', 'N175') [[18.194649]]
('N60', 'N124') [[18.194427]]
('N140', 'N182') [[18.194239]]
('N185', 'N202') [[18.193838]]
('N10', 'N140') [[18.193817]]
('N132', 'N228') [[18.193062]]
('N98', 'N101') [[18.192106]]
('N175', 'N205') [[18.191986]]
('N148', 'N168') [[18.191952]]
('N105', 'N165') [[18.191612]]
('N26', 'N95') [[18.19049]]
('N152', 'N175') [[18.19033]]
('N32', 'N185') [[18.189512]]
('N63', 'N228') [[18.189213]]
('N224', 'N230') [[18.188234]]
('N8', 'N36') [[18.187363]]
('N140', 'N146') [[18.187325]]
('N19', 'N140') [[18.186338]]
('N30', 'N63') [[18.185896]]
('N159', 'N253') [[18.185736]]
('N126', 'N214') [[18.18496]]
('N19', 'N116') [[18.184645]]
('N123', 'N226') [[18.184155]]
('N26', 'N27') [[18.183233]]
('N53', 'N226') [[18.183027]]
('N133', 'N212') [[18.182657]]
('N20', 'N123') [[18.182594]]
('N140', 'N148') [[18.18246]]
('N71', 'N182') [[18.181684]]
('N65', 'N155') [[18.18159]]
('N39', 'N127') [[18.18135]]
('N182', 'N200') [[18.181084]]
('N67', 'N156') [[18.180952]]
('N53', 'N104') [[18.180273]]
('N10', 'N124') [[18.179916]]
('N56', 'N171') [[18.179749]]
('N25', 'N148') [[18.179575]]
('N146', 'N163') [[18.178526]]
('N214', 'N232') [[18.177624]]
('N57', 'N156') [[18.176912]]
('N124', 'N156') [[18.175892]]
('N228', 'N229') [[18.175482]]
('N44', 'N127') [[18.175224]]
('N229', 'N253') [[18.174532]]
('N175', 'N209') [[18.173767]]
('N25', 'N188') [[18.17351]]
('N156', 'M0P2') [[18.173]]
('N19', 'N39') [[18.172886]]
('N26', 'N63') [[18.172285]]
('N19', 'N226') [[18.172224]]
('N12', 'N221') [[18.171913]]
('N146', 'N252') [[18.171885]]
('N165', 'N226') [[18.171646]]
('N209', 'N223') [[18.16959]]
('N63', 'N101') [[18.168741]]
('N123', 'N212') [[18.168398]]
('N195', 'N200') [[18.16826]]
('N19', 'N146') [[18.167711]]
('N104', 'N146') [[18.167698]]
('N19', 'N179') [[18.16567]]
('N133', 'N223') [[18.165232]]
('N127', 'N226') [[18.165115]]
('N101', 'N127') [[18.163944]]
('N121', 'N212') [[18.163301]]
('N19', 'N64') [[18.16324]]
('N95', 'N210') [[18.162342]]
('N152', 'N223') [[18.16134]]
('N63', 'N252') [[18.161007]]
('N148', 'N186') [[18.16053]]
('N162', 'N232') [[18.1594]]
('N56', 'N253') [[18.159046]]
('N5', 'N148') [[18.15835]]
('N151', 'N228') [[18.158298]]
('N14', 'N249') [[18.15823]]
('N25', 'N76') [[18.15743]]
('N15', 'N202') [[18.15684]]
('N86', 'N239') [[18.15672]]
('N63', 'N253') [[18.156673]]
('N124', 'N173') [[18.156652]]
('N87', 'N252') [[18.156391]]
('N128', 'N152') [[18.155489]]
('N221', 'N252') [[18.15495]]
('N148', 'N212') [[18.153204]]
('N156', 'N173') [[18.15271]]
('N36', 'N114') [[18.152388]]
('N173', 'N221') [[18.151606]]
('N63', 'N214') [[18.15123]]
('N135', 'N202') [[18.150349]]
('N132', 'N229') [[18.150316]]
('N25', 'N202') [[18.149637]]
('N210', 'N253') [[18.14937]]
('N99', 'N186') [[18.149094]]
('N12', 'N253') [[18.148438]]
('N71', 'N76') [[18.148134]]
('N127', 'N214') [[18.147835]]
('N65', 'N146') [[18.147556]]
('N175', 'N224') [[18.147263]]
('N90', 'N135') [[18.1471]]
('N83', 'N156') [[18.146408]]
('N140', 'N202') [[18.145899]]
('N87', 'N230') [[18.144659]]
('N209', 'N239') [[18.144047]]
('N146', 'N156') [[18.143614]]
('N177', 'N253') [[18.142992]]
('N127', 'N132') [[18.142578]]
('N53', 'N82') [[18.142206]]
('N135', 'N175') [[18.141785]]
('N101', 'N165') [[18.141203]]
('N162', 'N173') [[18.140902]]
('N25', 'N200') [[18.14084]]
('N53', 'N214') [[18.140696]]
('N12', 'N205') [[18.14007]]
('N114', 'N226') [[18.14001]]
('N36', 'N99') [[18.139984]]
('N63', 'N232') [[18.139584]]
('N101', 'N246') [[18.13952]]
('N78', 'N182') [[18.139185]]
('N150', 'N252') [[18.138536]]
('N173', 'N186') [[18.138395]]
('N202', 'N206') [[18.137352]]
('N45', 'N95') [[18.136961]]
('N68', 'N175') [[18.136477]]
('N175', 'N228') [[18.136402]]
('N67', 'N132') [[18.135956]]
('N182', 'N239') [[18.135012]]
('N99', 'N135') [[18.13477]]
('N135', 'N223') [[18.134459]]
('N10', 'N239') [[18.134377]]
('N101', 'N252') [[18.134169]]
('N12', 'N30') [[18.133568]]
('N61', 'N163') [[18.133522]]
('N132', 'N173') [[18.13279]]
('N182', 'N211') [[18.132671]]
('N146', 'N253') [[18.13253]]
('N36', 'N209') [[18.132452]]
('N63', 'N182') [[18.132318]]
('N43', 'N165') [[18.131413]]
('N60', 'N85') [[18.131397]]
('N140', 'N205') [[18.13034]]
('N95', 'N228') [[18.130167]]
('N146', 'N239') [[18.129915]]
('N56', 'N187') [[18.129879]]
('N16', 'N82') [[18.128515]]
('N211', 'N218') [[18.128359]]
('N32', 'N148') [[18.12733]]
('N95', 'N152') [[18.125864]]
('N12', 'N135') [[18.125761]]
('N99', 'N238') [[18.12576]]
('N214', 'N223') [[18.125399]]
('N101', 'N124') [[18.12481]]
('N64', 'N114') [[18.124128]]
('N27', 'N62') [[18.123974]]
('N152', 'N253') [[18.123579]]
('N12', 'N65') [[18.123554]]
('N8', 'N105') [[18.12288]]
('N3', 'N202') [[18.12271]]
('N19', 'N208') [[18.122166]]
('N194', 'N228') [[18.122093]]
('N162', 'N205') [[18.121828]]
('N27', 'N99') [[18.121576]]
('N51', 'N140') [[18.120718]]
('N128', 'N223') [[18.120522]]
('N86', 'N184') [[18.120398]]
('N12', 'N37') [[18.119726]]
('N136', 'N171') [[18.119638]]
('N45', 'N165') [[18.119215]]
('N117', 'N146') [[18.119038]]
('N114', 'N221') [[18.118793]]
('N192', 'N226') [[18.118649]]
('N114', 'N148') [[18.118612]]
('N109', 'N156') [[18.117832]]
('N53', 'N126') [[18.117151]]
('N86', 'N114') [[18.116829]]
('N20', 'N127') [[18.11681]]
('N114', 'N218') [[18.116331]]
('N12', 'N200') [[18.115934]]
('N100', 'N175') [[18.115824]]
('N52', 'N202') [[18.115486]]
('N203', 'N239') [[18.11519]]
('N30', 'N163') [[18.114368]]
('N3', 'N188') [[18.1141]]
('N174', 'N202') [[18.114067]]
('N221', 'N253') [[18.113688]]
('N226', 'N252') [[18.113537]]
('N12', 'N214') [[18.1131]]
('N26', 'N228') [[18.113056]]
('N165', 'N239') [[18.112516]]
('N182', 'N221') [[18.112394]]
('N10', 'N162') [[18.112144]]
('N41', 'N105') [[18.111986]]
('N151', 'N202') [[18.111948]]
('N65', 'N105') [[18.11094]]
('N44', 'N101') [[18.110838]]
('N148', 'N239') [[18.110828]]
('N140', 'N232') [[18.110575]]
('N41', 'N253') [[18.110046]]
('N104', 'N230') [[18.109982]]
('N128', 'N202') [[18.109291]]
('N104', 'N105') [[18.10884]]
('N5', 'N8') [[18.10884]]
('N127', 'N156') [[18.108595]]
('N124', 'N152') [[18.108242]]
('N148', 'N223') [[18.108128]]
('N162', 'N177') [[18.107803]]
('N19', 'N209') [[18.107647]]
('N99', 'N228') [[18.107151]]
('N36', 'N226') [[18.105598]]
('N162', 'N249') [[18.105558]]
('N12', 'N165') [[18.105476]]
('N63', 'N105') [[18.105326]]
('N101', 'N230') [[18.105097]]
('N39', 'N232') [[18.10499]]
('N5', 'N27') [[18.104921]]
('N177', 'N209') [[18.104664]]
('N19', 'N183') [[18.103924]]
('N49', 'N104') [[18.103485]]
('N151', 'N177') [[18.10342]]
('N19', 'N188') [[18.10294]]
('N97', 'N253') [[18.102604]]
('N146', 'N192') [[18.101847]]
('N209', 'N249') [[18.101269]]
('N100', 'N146') [[18.100798]]
('N19', 'N34') [[18.099953]]
('N26', 'N30') [[18.099907]]
('N114', 'N200') [[18.09979]]
('N20', 'N86') [[18.099354]]
('N32', 'N135') [[18.099314]]
('N49', 'N175') [[18.097828]]
('N20', 'N146') [[18.097656]]
('N118', 'N182') [[18.097267]]
('N39', 'N187') [[18.097252]]
('N132', 'N253') [[18.096521]]
('N186', 'N202') [[18.096504]]
('N136', 'N252') [[18.096231]]
('N150', 'N182') [[18.095705]]
('N30', 'N175') [[18.094488]]
('N90', 'N202') [[18.093433]]
('N63', 'N134') [[18.093401]]
('N132', 'N226') [[18.093397]]
('N39', 'N200') [[18.0927]]
('N132', 'N223') [[18.092342]]
