('M0P1', 'M0P2') [[22.053692]]
('N9', 'N232') [[13.702066]]
('N136', 'M0P1') [[13.701787]]
('N17', 'N246') [[13.70157]]
('N180', 'N181') [[13.701541]]
('N38', 'N39') [[13.700807]]
('N17', 'N202') [[13.7006]]
('N14', 'N223') [[13.699466]]
('N35', 'N126') [[13.6987505]]
('N181', 'N216') [[13.698385]]
('N126', 'N236') [[13.697359]]
('N1', 'N232') [[13.696774]]
('N117', 'N126') [[13.69609]]
('N170', 'M0P1') [[13.696062]]
('N8', 'N232') [[13.695863]]
('N195', 'M0P2') [[13.694544]]
('N106', 'N164') [[13.694128]]
('N11', 'N192') [[13.694112]]
('N47', 'N170') [[13.694102]]
('N86', 'N242') [[13.693922]]
('N135', 'N233') [[13.693265]]
('N6', 'N165') [[13.693133]]
('N15', 'N226') [[13.691704]]
('N106', 'N229') [[13.69156]]
('N59', 'N142') [[13.6914015]]
('N89', 'N208') [[13.690632]]
('N17', 'N181') [[13.689945]]
('N19', 'N233') [[13.689789]]
('N87', 'N230') [[13.689327]]
('N59', 'N61') [[13.689194]]
('N56', 'N128') [[13.6888485]]
('N97', 'N195') [[13.688616]]
('N38', 'N138') [[13.688329]]
('N126', 'N195') [[13.688242]]
('N189', 'M0P1') [[13.688114]]
('N116', 'N233') [[13.688006]]
('N6', 'N239') [[13.687326]]
('N86', 'N208') [[13.686787]]
('N36', 'N151') [[13.686417]]
('N133', 'N181') [[13.686359]]
('N81', 'M0P2') [[13.686333]]
('N86', 'N187') [[13.686136]]
('N59', 'N192') [[13.685849]]
('N86', 'N104') [[13.685826]]
('N7', 'N89') [[13.685483]]
('N36', 'N237') [[13.685315]]
('N138', 'N191') [[13.685079]]
('N193', 'M0P1') [[13.684878]]
('N17', 'N69') [[13.684708]]
('N56', 'N202') [[13.68448]]
('N89', 'N246') [[13.684479]]
('N232', 'N233') [[13.684441]]
('N15', 'N230') [[13.683913]]
('N137', 'N233') [[13.683829]]
('N17', 'N124') [[13.683712]]
('N6', 'N246') [[13.683521]]
('N14', 'N89') [[13.683498]]
('N97', 'N252') [[13.68344]]
('N98', 'N230') [[13.682673]]
('N170', 'N233') [[13.682493]]
('N150', 'N239') [[13.682454]]
('N98', 'N122') [[13.682408]]
('N70', 'N106') [[13.682309]]
('N190', 'N227') [[13.681661]]
('N87', 'N187') [[13.681489]]
('N14', 'N182') [[13.680851]]
('N120', 'N195') [[13.6801815]]
('N181', 'N186') [[13.679383]]
('N120', 'N138') [[13.67893]]
('N186', 'N194') [[13.678627]]
('N31', 'N89') [[13.678577]]
('N86', 'N180') [[13.678538]]
('N6', 'N188') [[13.677914]]
('N17', 'N170') [[13.676975]]
('N138', 'N233') [[13.676877]]
('N97', 'N126') [[13.675845]]
('N36', 'N115') [[13.675776]]
('N221', 'N232') [[13.675304]]
('N117', 'M0P1') [[13.675011]]
('N155', 'N230') [[13.674044]]
('N120', 'N157') [[13.673434]]
('N112', 'N181') [[13.672726]]
('N151', 'N181') [[13.672612]]
('N56', 'N230') [[13.67239]]
('N37', 'N126') [[13.671844]]
('N141', 'M0P1') [[13.670901]]
('N74', 'N236') [[13.670439]]
('N152', 'N180') [[13.670105]]
('N36', 'N170') [[13.669744]]
('N59', 'N204') [[13.669627]]
('N5', 'N233') [[13.669572]]
('N232', 'N237') [[13.66943]]
('N138', 'N181') [[13.667886]]
('N55', 'N59') [[13.667385]]
('N126', 'N128') [[13.667177]]
('N38', 'N192') [[13.66686]]
('N71', 'N106') [[13.666682]]
('N194', 'M0P1') [[13.66662]]
('N48', 'N138') [[13.666123]]
('N6', 'M0P2') [[13.665012]]
('N232', 'N246') [[13.664999]]
('N136', 'N137') [[13.6647005]]
('N86', 'N142') [[13.664253]]
('N97', 'N232') [[13.664172]]
('N161', 'N232') [[13.663552]]
('N134', 'M0P1') [[13.663422]]
('N9', 'N151') [[13.663365]]
('N47', 'N106') [[13.66326]]
('N181', 'N252') [[13.662956]]
('N74', 'M0P1') [[13.662794]]
('N4', 'N138') [[13.662528]]
('N239', 'N252') [[13.662155]]
('N34', 'N126') [[13.66192]]
('N69', 'N190') [[13.661849]]
('N59', 'N233') [[13.661494]]
('N120', 'N186') [[13.661119]]
('N202', 'N239') [[13.660988]]
('N115', 'N170') [[13.660588]]
('N17', 'M0P1') [[13.660308]]
('N14', 'N252') [[13.660299]]
('N59', 'N194') [[13.65899]]
('N17', 'N84') [[13.657614]]
('N93', 'N181') [[13.657009]]
('N128', 'N181') [[13.65667]]
('N60', 'N86') [[13.656358]]
('N71', 'N170') [[13.654923]]
('N89', 'N174') [[13.654457]]
('N229', 'M0P1') [[13.654048]]
('N148', 'N226') [[13.654022]]
('N87', 'N233') [[13.652566]]
('N15', 'N124') [[13.652206]]
('N119', 'N233') [[13.651965]]
('N9', 'N147') [[13.651868]]
('N38', 'N70') [[13.651314]]
('N9', 'N14') [[13.651145]]
('N106', 'N246') [[13.651063]]
('N121', 'N155') [[13.650534]]
('N187', 'N230') [[13.650148]]
('N6', 'N106') [[13.649692]]
('N48', 'N126') [[13.649216]]
('N150', 'M0P1') [[13.649199]]
('N17', 'N195') [[13.648542]]
('N141', 'N190') [[13.648128]]
('N70', 'N239') [[13.647825]]
('N14', 'N131') [[13.64746]]
('N136', 'N170') [[13.647237]]
('N143', 'N204') [[13.647213]]
('N87', 'N132') [[13.647081]]
('N98', 'N131') [[13.6470785]]
('N59', 'N96') [[13.647064]]
('N145', 'N195') [[13.646234]]
('N36', 'N132') [[13.646231]]
('N110', 'N230') [[13.645541]]
('N74', 'N96') [[13.645466]]
('N38', 'N115') [[13.645437]]
('N226', 'N230') [[13.645282]]
('N36', 'N222') [[13.645143]]
('N96', 'N230') [[13.644695]]
('N19', 'N84') [[13.643407]]
('N54', 'N202') [[13.6433735]]
('N138', 'N234') [[13.643041]]
('N26', 'N226') [[13.64285]]
('N15', 'N59') [[13.642633]]
('N69', 'N136') [[13.642424]]
('N59', 'N122') [[13.642191]]
('N227', 'M0P1') [[13.641363]]
('N26', 'N59') [[13.641283]]
('N14', 'N124') [[13.640861]]
('N17', 'N136') [[13.640593]]
('N34', 'N136') [[13.639916]]
('N38', 'N230') [[13.639316]]
('N232', 'N250') [[13.639051]]
('N219', 'N226') [[13.638942]]
('N87', 'N226') [[13.638565]]
('N107', 'M0P1') [[13.6384945]]
('N59', 'N75') [[13.637965]]
('N187', 'N223') [[13.636887]]
('N43', 'N126') [[13.636558]]
('N120', 'N194') [[13.636142]]
('N59', 'N230') [[13.635384]]
('N89', 'N103') [[13.635147]]
('N89', 'N195') [[13.635136]]
('N181', 'N226') [[13.635074]]
('N105', 'N204') [[13.634638]]
('N7', 'N103') [[13.63445]]
('N36', 'N75') [[13.634074]]
('N63', 'N251') [[13.633548]]
('N106', 'N128') [[13.63298]]
('N6', 'N155') [[13.632353]]
('N5', 'N38') [[13.632032]]
('N26', 'N120') [[13.630535]]
('N69', 'M0P2') [[13.629902]]
('N6', 'N221') [[13.629711]]
('N86', 'N124') [[13.629511]]
('N47', 'N136') [[13.629474]]
('N106', 'N204') [[13.628638]]
