('M0P1', 'M0P2') [[34.058384]]
('N120', 'N195') [[18.934393]]
('N35', 'N61') [[18.933645]]
('N46', 'N114') [[18.931627]]
('N236', 'N240') [[18.93146]]
('N46', 'N166') [[18.930916]]
('N35', 'N115') [[18.930325]]
('N220', 'N236') [[18.92818]]
('N94', 'N236') [[18.927975]]
('N189', 'N246') [[18.927635]]
('N196', 'N230') [[18.926186]]
('N35', 'N125') [[18.925716]]
('N55', 'N85') [[18.923876]]
('N34', 'N104') [[18.92381]]
('N50', 'N82') [[18.923588]]
('N23', 'N97') [[18.92343]]
('N108', 'N217') [[18.923254]]
('N5', 'N125') [[18.923191]]
('N63', 'N66') [[18.922794]]
('N105', 'N144') [[18.920197]]
('N127', 'N252') [[18.917395]]
('N53', 'N61') [[18.916327]]
('N103', 'N105') [[18.916096]]
('N97', 'N205') [[18.915287]]
('N5', 'N61') [[18.915203]]
('N14', 'N217') [[18.914358]]
('N173', 'N191') [[18.91341]]
('N19', 'N221') [[18.912857]]
('N82', 'N166') [[18.912458]]
('N23', 'N51') [[18.912197]]
('N6', 'N140') [[18.912018]]
('N82', 'N189') [[18.91171]]
('N14', 'N105') [[18.911263]]
('N26', 'N159') [[18.91112]]
('N5', 'N51') [[18.911076]]
('N166', 'N244') [[18.910961]]
('N46', 'N228') [[18.909943]]
('N54', 'N217') [[18.909842]]
('N2', 'N23') [[18.90963]]
('N23', 'N111') [[18.909168]]
('N37', 'N155') [[18.908228]]
('N61', 'N233') [[18.906364]]
('N43', 'N159') [[18.905018]]
('N54', 'N55') [[18.90375]]
('N125', 'N138') [[18.902426]]
('N46', 'N82') [[18.901995]]
('N85', 'N125') [[18.901781]]
('N13', 'N236') [[18.900595]]
('N97', 'N191') [[18.900482]]
('N35', 'N140') [[18.899199]]
('N61', 'N115') [[18.897718]]
('N125', 'N127') [[18.897316]]
('N46', 'N115') [[18.897188]]
('N113', 'N228') [[18.89688]]
('N14', 'N55') [[18.891071]]
('N31', 'N83') [[18.890312]]
('N111', 'N159') [[18.890045]]
('N189', 'N195') [[18.887867]]
('N35', 'N236') [[18.887764]]
('N108', 'N226') [[18.887403]]
('N46', 'N105') [[18.886227]]
('N101', 'N236') [[18.885191]]
('N5', 'N97') [[18.885025]]
('N159', 'N241') [[18.884022]]
('N55', 'N70') [[18.884012]]
('N189', 'N227') [[18.883596]]
('N138', 'N228') [[18.883095]]
('N101', 'N164') [[18.88289]]
('N155', 'N174') [[18.882689]]
('N128', 'N236') [[18.881884]]
('N209', 'N236') [[18.881708]]
('N166', 'N233') [[18.88166]]
('N23', 'N184') [[18.880371]]
('N113', 'N115') [[18.879457]]
('N97', 'N228') [[18.87921]]
('N46', 'N223') [[18.878878]]
('N127', 'N217') [[18.878155]]
('N166', 'N237') [[18.877186]]
('N46', 'N148') [[18.876959]]
('N115', 'N228') [[18.876347]]
('N46', 'N87') [[18.875933]]
('N226', 'N236') [[18.8757]]
('N236', 'N244') [[18.875032]]
('N152', 'N234') [[18.874826]]
('N31', 'N159') [[18.8744]]
('N133', 'N191') [[18.873755]]
('N50', 'N228') [[18.873537]]
('N23', 'N114') [[18.873383]]
('N81', 'N114') [[18.873177]]
('N195', 'N217') [[18.873161]]
('N195', 'N233') [[18.87313]]
('N11', 'N114') [[18.871502]]
('N42', 'N159') [[18.871391]]
('N35', 'N62') [[18.870178]]
('N18', 'N108') [[18.870014]]
('N125', 'N230') [[18.870012]]
('N217', 'N218') [[18.86955]]
('N212', 'N251') [[18.867804]]
('N138', 'N230') [[18.867739]]
('N199', 'N244') [[18.866974]]
('N184', 'N228') [[18.866161]]
('N70', 'N159') [[18.863512]]
('N152', 'N165') [[18.863089]]
('N50', 'N61') [[18.863049]]
('N46', 'N215') [[18.861742]]
('N23', 'N189') [[18.860413]]
('N185', 'N230') [[18.85926]]
('N104', 'N105') [[18.859058]]
('N230', 'N246') [[18.858803]]
('N58', 'N228') [[18.857847]]
('N55', 'N189') [[18.857738]]
('N111', 'N228') [[18.8572]]
('N105', 'N159') [[18.856752]]
('N61', 'N212') [[18.856588]]
('N108', 'N125') [[18.855947]]
('N128', 'N159') [[18.855873]]
('N105', 'N196') [[18.855846]]
('N26', 'N152') [[18.854948]]
('N49', 'N159') [[18.854353]]
('N49', 'N228') [[18.852322]]
('N138', 'N195') [[18.852047]]
('N164', 'N221') [[18.85139]]
('N114', 'N233') [[18.851141]]
('N97', 'N178') [[18.850576]]
('N217', 'N240') [[18.850266]]
('N150', 'N191') [[18.849766]]
('N80', 'N159') [[18.849243]]
('N61', 'N243') [[18.848106]]
('N27', 'N236') [[18.847551]]
('N88', 'N159') [[18.846964]]
('N158', 'N252') [[18.846851]]
('N151', 'N233') [[18.846075]]
('N105', 'N175') [[18.845972]]
('N108', 'N174') [[18.845932]]
('N152', 'N189') [[18.845589]]
('N159', 'N173') [[18.84514]]
('N108', 'N199') [[18.845112]]
('N147', 'N152') [[18.844673]]
('N47', 'N61') [[18.84347]]
('N46', 'N230') [[18.842676]]
('N113', 'N215') [[18.842638]]
('N46', 'N218') [[18.842417]]
('N55', 'N234') [[18.842152]]
('N207', 'N236') [[18.841652]]
('N159', 'N195') [[18.841112]]
('N35', 'N227') [[18.840853]]
('N151', 'N191') [[18.840769]]
('N159', 'N223') [[18.840508]]
('N35', 'N175') [[18.840406]]
('N46', 'N226') [[18.839458]]
('N114', 'N151') [[18.838936]]
('N31', 'N217') [[18.83787]]
('N212', 'N252') [[18.837498]]
('N191', 'N204') [[18.837126]]
('N104', 'N114') [[18.835152]]
('N157', 'N236') [[18.835083]]
('N105', 'N145') [[18.835062]]
('N14', 'N173') [[18.832727]]
('N107', 'N233') [[18.832327]]
('N14', 'N108') [[18.831251]]
('N131', 'N205') [[18.82971]]
('N223', 'N243') [[18.829697]]
('N106', 'N156') [[18.827799]]
('N35', 'N101') [[18.827177]]
('N50', 'N159') [[18.826975]]
('N61', 'N195') [[18.826748]]
('N46', 'N240') [[18.826708]]
('N16', 'N189') [[18.82659]]
('N104', 'N157') [[18.82634]]
('N233', 'N243') [[18.825733]]
('N227', 'N228') [[18.823774]]
('N46', 'N252') [[18.823736]]
('N105', 'N243') [[18.823238]]
('N187', 'N222') [[18.82288]]
('N152', 'N156') [[18.8223]]
('N174', 'N233') [[18.821943]]
('N63', 'N114') [[18.821533]]
('N115', 'N191') [[18.82139]]
('N19', 'N46') [[18.8213]]
('N51', 'N191') [[18.820892]]
('N223', 'N245') [[18.82045]]
('N54', 'N159') [[18.820374]]
('N23', 'N215') [[18.819994]]
('N82', 'N174') [[18.818254]]
('N228', 'N243') [[18.818195]]
('N226', 'N228') [[18.817842]]
('N14', 'N159') [[18.81704]]
('N51', 'N114') [[18.816874]]
('N14', 'N252') [[18.815582]]
('N43', 'N223') [[18.815435]]
('N23', 'N35') [[18.815292]]
('N61', 'N103') [[18.814854]]
('N51', 'N105') [[18.81367]]
('N23', 'N139') [[18.813166]]
('N77', 'N236') [[18.812796]]
('N23', 'N252') [[18.812622]]
('N102', 'N155') [[18.811316]]
('N164', 'N189') [[18.810053]]
('N43', 'N189') [[18.80993]]
('N5', 'N108') [[18.809792]]
('N159', 'N247') [[18.807917]]
('N5', 'N144') [[18.807135]]
('N3', 'N55') [[18.806803]]
('N101', 'N228') [[18.806625]]
('N174', 'N252') [[18.806614]]
('N210', 'N236') [[18.806293]]
('N155', 'N248') [[18.805756]]
('N210', 'N217') [[18.805712]]
('N13', 'N83') [[18.805008]]
('N103', 'N120') [[18.804607]]
('N152', 'N236') [[18.803638]]
('N51', 'N82') [[18.803537]]
('N140', 'N220') [[18.803493]]
('N43', 'N195') [[18.802917]]
('N158', 'N240') [[18.802408]]
('N142', 'N174') [[18.802326]]
('N46', 'N52') [[18.801474]]
('N46', 'N164') [[18.800648]]
('N217', 'N229') [[18.799522]]
('N61', 'N70') [[18.798172]]
('N55', 'N133') [[18.797993]]
('N82', 'N140') [[18.797459]]
('N238', 'N252') [[18.795609]]
('N97', 'N101') [[18.79525]]
('N14', 'N232') [[18.79477]]
('N53', 'N220') [[18.794374]]
('N148', 'N174') [[18.794304]]
('N70', 'N85') [[18.794104]]
('N42', 'N125') [[18.792988]]
('N189', 'N240') [[18.792639]]
('N147', 'N159') [[18.790573]]
('N130', 'N236') [[18.790104]]
('N212', 'N236') [[18.789988]]
('N125', 'N166') [[18.789885]]
('N115', 'N233') [[18.788088]]
('N55', 'N114') [[18.787615]]
('N189', 'N243') [[18.78755]]
('N103', 'N217') [[18.787493]]
('N51', 'N125') [[18.787283]]
('N53', 'N113') [[18.787064]]
('N46', 'N104') [[18.786509]]
('N220', 'N246') [[18.786257]]
('N63', 'N144') [[18.786177]]
('N108', 'N176') [[18.786058]]
('N98', 'N105') [[18.785814]]
('N53', 'N159') [[18.783445]]
('N55', 'N233') [[18.781748]]
('N22', 'N228') [[18.781528]]
('N103', 'N208') [[18.781471]]
('N142', 'N159') [[18.779825]]
('N152', 'N240') [[18.779764]]
('N114', 'N228') [[18.779724]]
('N51', 'N61') [[18.779598]]
('N37', 'N125') [[18.779413]]
('N176', 'N189') [[18.778803]]
('N46', 'N176') [[18.778793]]
('N51', 'N232') [[18.778414]]
('N23', 'N122') [[18.778116]]
('N131', 'N152') [[18.777382]]
('N125', 'N195') [[18.77723]]
('N138', 'N196') [[18.776562]]
('N97', 'N226') [[18.776453]]
('N46', 'N66') [[18.776264]]
('N191', 'N223') [[18.775597]]
('N223', 'N252') [[18.77448]]
('N110', 'N207') [[18.774313]]
('N191', 'N225') [[18.773453]]
('N77', 'N125') [[18.772753]]
('N44', 'N228') [[18.77239]]
('N35', 'N46') [[18.7719]]
('N15', 'N252') [[18.77158]]
('N133', 'N159') [[18.770243]]
('N103', 'N178') [[18.770138]]
('N125', 'N157') [[18.769564]]
('N61', 'N113') [[18.769371]]
('N34', 'N233') [[18.769009]]
('N159', 'N221') [[18.768963]]
('N130', 'N207') [[18.767754]]
('N46', 'N248') [[18.767714]]
('N222', 'N233') [[18.767603]]
('N61', 'N215') [[18.767582]]
('N55', 'N127') [[18.76728]]
('N108', 'N246') [[18.766956]]
('N105', 'N108') [[18.766724]]
('N63', 'N140') [[18.76666]]
('N159', 'N178') [[18.766613]]
('N243', 'N245') [[18.76615]]
('N62', 'N125') [[18.766039]]
('N65', 'N221') [[18.765388]]
('N61', 'N105') [[18.765348]]
('N228', 'N240') [[18.76473]]
('N172', 'N189') [[18.764545]]
('N97', 'N153') [[18.764528]]
('N19', 'N101') [[18.763708]]
('N147', 'N189') [[18.763447]]
('N122', 'N125') [[18.763098]]
('N63', 'N207') [[18.762594]]
('N239', 'N243') [[18.762182]]
('N104', 'N188') [[18.761639]]
('N61', 'N172') [[18.761246]]
('N55', 'N83') [[18.760939]]
('N140', 'N232') [[18.760187]]
('N35', 'N243') [[18.760073]]
('N23', 'N77') [[18.759453]]
('N125', 'N243') [[18.758879]]
('N11', 'N191') [[18.758316]]
('N61', 'N159') [[18.75826]]
('N208', 'N221') [[18.75816]]
('N104', 'N133') [[18.758127]]
('N191', 'N193') [[18.75746]]
('N103', 'N164') [[18.757212]]
('N236', 'N246') [[18.756943]]
('N164', 'N191') [[18.75648]]
('N62', 'N236') [[18.756418]]
('N70', 'N236') [[18.756073]]
('N103', 'N248') [[18.755632]]
('N120', 'N162') [[18.755352]]
('N140', 'N178') [[18.754316]]
('N23', 'N101') [[18.75396]]
('N148', 'N228') [[18.75226]]
('N141', 'N226') [[18.751734]]
('N152', 'N157') [[18.751719]]
('N110', 'N111') [[18.750902]]
('N85', 'N105') [[18.750463]]
('N139', 'N159') [[18.74954]]
('N152', 'N246') [[18.749304]]
('N43', 'N220') [[18.749224]]
('N144', 'N159') [[18.748938]]
('N159', 'N215') [[18.74878]]
('N103', 'N109') [[18.748745]]
('N35', 'N97') [[18.747995]]
('N152', 'N164') [[18.747334]]
('N114', 'N155') [[18.747309]]
('N212', 'N228') [[18.746994]]
('N113', 'N233') [[18.746918]]
('N152', 'N218') [[18.746574]]
('N5', 'N230') [[18.746487]]
('N146', 'N159') [[18.74628]]
('N82', 'N144') [[18.745773]]
('N144', 'N221') [[18.745764]]
('N122', 'N174') [[18.745422]]
('N234', 'N240') [[18.745228]]
('N140', 'N159') [[18.744858]]
('N20', 'N113') [[18.744656]]
('N125', 'N240') [[18.744623]]
('N42', 'N230') [[18.74371]]
('N63', 'N105') [[18.743433]]
('N55', 'N152') [[18.743084]]
('N189', 'N199') [[18.742943]]
('N87', 'N236') [[18.742918]]
('N85', 'N189') [[18.74236]]
('N23', 'N39') [[18.741846]]
('N155', 'N221') [[18.741716]]
('N130', 'N152') [[18.741343]]
('N51', 'N156') [[18.741194]]
('N34', 'N46') [[18.74022]]
('N23', 'N98') [[18.73942]]
('N97', 'N230') [[18.739143]]
('N103', 'N140') [[18.739075]]
('N108', 'N158') [[18.738728]]
('N46', 'N173') [[18.73865]]
('N88', 'N228') [[18.738464]]
('N59', 'N189') [[18.738169]]
('N110', 'N252') [[18.737795]]
('N26', 'N232') [[18.737623]]
('N39', 'N252') [[18.737358]]
('N101', 'N218') [[18.737236]]
('N97', 'N246') [[18.736311]]
('N176', 'N218') [[18.735844]]
('N46', 'N188') [[18.735842]]
('N108', 'N175') [[18.735287]]
('N63', 'N232') [[18.735174]]
('N70', 'N127') [[18.734802]]
('N61', 'N65') [[18.73435]]
('N108', 'N208') [[18.733877]]
('N64', 'N221') [[18.733849]]
('N120', 'N233') [[18.733768]]
('N51', 'N159') [[18.73321]]
('N23', 'N233') [[18.732973]]
('N108', 'N142') [[18.732935]]
('N44', 'N191') [[18.732632]]
('N180', 'N195') [[18.732553]]
('N23', 'N82') [[18.732029]]
('N114', 'N152') [[18.731598]]
('N147', 'N246') [[18.731022]]
('N174', 'N217') [[18.730833]]
('N46', 'N155') [[18.730625]]
('N26', 'N191') [[18.730038]]
('N73', 'N98') [[18.729729]]
('N42', 'N189') [[18.729597]]
('N46', 'N177') [[18.728815]]
('N175', 'N236') [[18.728594]]
('N1', 'N125') [[18.728397]]
('N51', 'N120') [[18.728075]]
('N55', 'N63') [[18.727646]]
('N97', 'N174') [[18.727547]]
('N246', 'M0P2') [[18.726944]]
('N46', 'N54') [[18.726908]]
('N159', 'N204') [[18.726887]]
('N78', 'N221') [[18.726887]]
('N23', 'N155') [[18.726597]]
('N65', 'N103') [[18.726585]]
('N3', 'N228') [[18.726376]]
('N164', 'N253') [[18.72635]]
('N46', 'N58') [[18.72624]]
('N156', 'N217') [[18.72609]]
('N26', 'N199') [[18.725283]]
('N166', 'N191') [[18.723917]]
('N88', 'N240') [[18.723581]]
('N45', 'N159') [[18.723495]]
('N23', 'N221') [[18.722298]]
('N104', 'N196') [[18.721954]]
('N82', 'N103') [[18.721739]]
('N189', 'N230') [[18.721375]]
('N70', 'N191') [[18.721254]]
('N23', 'N130') [[18.720646]]
('N46', 'N172') [[18.7201]]
('N103', 'N144') [[18.718584]]
('N88', 'N217') [[18.71829]]
('N23', 'N83') [[18.718264]]
('N122', 'N196') [[18.717669]]
('N159', 'N201') [[18.717564]]
('N34', 'N51') [[18.716808]]
('N95', 'N236') [[18.716803]]
('N140', 'N233') [[18.716766]]
('N64', 'N228') [[18.716455]]
('N146', 'N228') [[18.71643]]
('N35', 'N129') [[18.716356]]
('N105', 'N252') [[18.715897]]
('N223', 'N232') [[18.715637]]
('N166', 'N195') [[18.715605]]
('N105', 'N228') [[18.71456]]
('N109', 'N140') [[18.713728]]
('N87', 'N228') [[18.713135]]
('N133', 'N185') [[18.71252]]
('N55', 'N204') [[18.711926]]
('N110', 'N125') [[18.711792]]
('N37', 'N55') [[18.711546]]
('N114', 'N252') [[18.711472]]
('N35', 'N116') [[18.711359]]
